pid,sentence1,sentence2,label
44424,Share the selection process.,Help me with Vendor selection process in SHV Energy,0
9425,show me trains,Do haptik now providing train services,1
60672,not able to login,Showing error while I am trying to Login,0
18758,show me your picture,I don't need your help,0
3264,How will I get the cricket prize,see cricket prizes,0
15498,your app is so boring,I love your app,0
48681,maharashtra state electricity board,TRIPURA STATE ELECTRICITY CORPORATION LTD,0
27379,Please tell me best domestic flight offer,Give me best offers on flights,0
12239,book cab for home,Cab booking,0
51846,Want to book flight from Mumbai to Delhi,I want to book flight,0
20146,I want to change bank account,I want to modify nominee,0
4864,Give me best offers on flights,Is there student concession flights,0
615,Book a flight from Mumbai to Delhi,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,0
56263,May I please know the Premium for WAAC,what is the premium for WAAC,1
1706,Still can't find it.,I cannot find my ID,0
52305,what can i earn by inviting friends,How to invite friends?,0
1828,recommend me nearest place for car repair,looking for nearby places with wifi,0
57075,I got some app complaint,app complaint,1
14577,cash back not received,did not get cash back,0
42939,I want to know fare for entire month,may i know the price of the test,0
3419,how much does the test cost,how much is the test for,1
73071,Any cash back offers for paying electricity bills,What about Amazon pay offer refund,0
15100,stop,Cancel Flight Booking,0
38568,did not get One time password,how to get otp,1
56851,Who will win IPL this year?,Yesterday ipl match who won,0
50874,prepare a reminder medicine,set reminder medicine,1
52129,You are quoting higher prices,You price are higher than happy easy go site,0
13788,not able to get the lab id,I am looking to get my,0
69103,Are there any approved Contractors for ALDS installations?,Are there any approved contractors,1
48163,Plz succes it asap,Refund it as soon as possible,0
8047,I want to book as armed force category,want to purchase Flight Tickets,0
55355,tell me about discount deal on flights,More cashback offers,1
31638,I still can't find it,Can't find order ID.,0
19569,Is there is no coupon code for this flight,Where to apply coupon code?,0
4240,Kindly tell me when rates go down,Alert me when prices goes down,0
56365,Need to access the wifi,I am not able to access the URL above,0
654,recommend me Flight Tickets,I wanna look for flights,0
13141,like to purchase Flight Tickets,New flight booking,0
58378,no it is not active,Online active or not,0
10983,contact customer support,how to contact customer support,1
27448,Assist me with Survival Benefits of GCAP,Assist me with Survival Benefits of saral nivesh plan,0
22719,how much is the premium for Total Secure,Tell me about Total Secure,0
7503,want ticket from mumbai to pune,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,0
61892,Cash back is not come in my wallet,cash back not received,0
16539,What features does Total Secure plan has,What will be the premium for Total Secure,0
76114,any deal,Are there any discount or cashback offers,0
25318,check for trains from mumbai to delhi,i want flights from mumbai to delhi,0
9088,Key features of Total Secure,How much will be the Premium amount for Total Secure,0
70002,How much I will hate cash back,Any Cash back offer,0
6618,Are there any discount or cashback offers,Do u have any promocode,0
68820,available train tickets from vizag to Mumbai,Book a flight from Mumbai to Delhi,0
48210,I need to know my report,I need to know my report status,1
16622,any cashback on flight tickets,suggest Flight Tickets,0
7043,want reminder for walk,can you list my reminder,0
1400,hand and body sales growth,how are hand and body sales doing,1
19123,Refund of my ticket,Is it refundable,0
8138,Check for 7pm.,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,0
149,Not Interested,No,0
23143,show train schedule,Can you search a train for me,1
20370,Trading account,I just need a trading account,0
30048,suggest me Flight Tickets,looking to Flight Tickets,0
8780,what are discounts available on flight booking,any offers currently available on flights,0
30084,I need flight,Pls send flight status,0
58042,Want to share Idea for Shows,Want to share Idea for Voot,0
17071,reminder cancel,I want to cancel my reminder,1
17797,test cost,may i know the cost of the test,1
28697,What documents are required for LOI?,Documents Required,0
68692,i need a painter,painter required urgently,1
42591,"Hyundai,Sedan,Wheels and Tyres,Wheel Alignment,Normal,Pickup/Drop","Hyundai,Sedan,Wheels and Tyres,Wheel Alignment,Alloy,Doorstep",1
52636,want reminder for jog,exercise reminder,1
14882,How to use mobikwik cash back?,how to redeem,0
61704,show flights on,provide me Flight Tickets,1
15412,what are discounts available on flight booking,Book a flight,0
29067,I would like to change my to- do reminder,"Hey, can you set a reminder for me to call someone?  .",0
33946,No one is available at your information helpdesk,Not been able to find information helpdesk,0
11528,Give me your pic,send your picture,1
1709,How much to pay for this?,not able to pay,1
62008,want reminder for exercise,to view my reminders,0
67704,Planning to go for trip to goa,best fare from mumbai to pune,0
1512,want to know the interest rates for home loan,I want to know interest rates,0
29436,important features of total secure,how much is the premium for Total Secure,0
69996,I want to get a flight booked,to buy Flight Tickets,0
25610,cricket prize announcement,Any cricket prize?,0
54693,map link,google map link,1
68798,i need to get my house painted,paint my home,1
55179,leader board,show the cricket leader board,0
42482,Modify this drink water reminder,drink water,0
38399,I would like to book a flight ticket,I want to book flight,1
46253,Whom to reach on contact problems?,Whom to reach incase of complaint?,0
60705,Show my latest rank in gk,show my gk rank,1
72278,Can I get the fare rates of flights from Amritsar to Hyderabad for Dec 3,Planning to go for trip to goa,0
69470,Cash back not received Amazon pay,The case back not received till now,0
29497,Hi! I need some help planning my Train Travel! .,I want to check the schedule of a train.,0
29080,Send me flight timings from Mumbai to Delhi,recommend me Flight Tickets,0
15676,i want to buy more wifi,Steps to buy,0
39177,Landline bill payment is available?,Landline bill,1
42769,sorry change that reminder,I want to edit my reminder,1
17610,Can you schedule a reminder for meeting,schedule a reminder,0
18410,I want to play the quiz,Play,0
15921,how to spend cash back on haptik?,How to pay,0
66455,I want a bot for HR,I am looking for a bot human hybrid model,0
63465,customise corporate tour,corporate tour inclusions,0
65791,What will be the warranty for Adopter?,What is the warranty period for the regulators ?,0
58270,Whom to reach in Fire situation?,In case of issue whom to reach,0
24078,I dont want to book right now,like to buy Flight Tickets,0
12079,may i know the cost of the test,May I know the prize,0
21441,It's not active,I don't have an active India mobile number,0
29455,set reminder jog,schedule a reminder medicine,0
28479,Check GK winners list,Check winners list,0
364,I gave the correct ID.,I've already given the correct ID.,1
64030,status of address change request,address change status,0
36336,Still not received cashback,Still not received Paypal Cashback,0
1362,Can the vouchers be used by my tenant?,Can adults use the voucher,0
340,I need a invoice copy,I want invoices,1
53697,pin didnt came,One time password did not come,1
53772,OTP did not come,password did not come,1
46328,show ur pic,can you give me ur number,0
2562,remind me to play the haptik quiz,I want you to remind me fare of this flight,0
4149,Trade Listing,reports for trade listing,1
13205,That order ID is correct,Can you help me find my order ID?,0
4306,No dont remind me,Dont remind,1
11487,Proposal sent no response,Complains about no response from the HR,0
46661,send me your photo,I want your number plz,0
1921,I want to book flight tickets for Christmas,I need to book tickets,0
41524,Ledger Report,Present ledger report,1
15907,book flight tickets,send flight tickets,0
24158,I want offers on flights,Tutorial for flights coupon code,0
51261,Book me a night ticket to Delhi tomorrow,Send me flight timings from Mumbai to Bangalore,0
40846,want reminder for medicine,need a reminder,0
49061,Didnt receive cashback,In which account will i receive the cashback,0
27982,Didnt receive One time password,Have received OTP now,0
9170,Health Plans,Tell me about Health Plan,1
1438,may i know s Prolactin test cost,I wanted to know the HCV RNA blood test fee,0
39586,I gave a true order ID,I gave the right order ID,0
53451,I want offers on flights,Tutorial for flights discounts,0
13572,Cancel my reminder,Cancel,0
2768,Username,Username and Password,0
