Text,Summary
"I'm preparing for my 3rd Master Cleanse and well found this 'interesting'...I don't think the present Maple Valley Syrup, the one recommended in Burrough's book, is formaldehyde-free any longer. Please see recent email (below) that I sent to Maple Valley after I received my purchase directly from them. NO WHERE was I able to find that it's formaldehyde-free. The website uses Burrough's 1976 quote (or was it 1940?)from his book but I couldn't find any other mention of the syrup being made without formaldehyde stated anywhere else. Organic - yes but nothing else.<br /><br />Email sent to Maple Valley:<br />Hello - I'm curious- Why do you not clearly state (and LOUDLY claim) on your receipt, on your bottle, in your brochure or on your website that you do not use formaldehyde. You quote Stanley Burrough's statement in his book of why he recommends your specific product:<br /><br />""From page 17 of The Master Cleanser by Stanley Burroughs:<br />""... maple syrup is a balanced form of positive and negative sugar and must be used, not some 'substitute... The maple syrup has a large variety of minerals and vitamins. Naturally the mineral and vitamin content will vary according to the area where the trees grow and the mineral content in the soil. These are the minerals found in average samples of syrup from Vermont: Sodium; Potassium; Calcium; Magnesium; Manganese; Iron; Copper; Chlorine and Silicon. Vitamins A, B1, B2, B6, C, Nicotinic acid and Pantothenic Acid are also present in the syrup... Some uninformed operators of the sugaring of the maple syrup do use formaldehyde pellets, run through polyethylene tubing but there are many more that don't. Search out and demand the kind that does not use formaldehyde. Maple Valley Syrup (formerly Maple River Valley) from WI. does not use it. This is the kind I recommend.""<br /><br />but you don't advertise that specifically, anywhere. Obviously, now-a-days, you DO use formaldehyde. If this is not true then why not claim it...if it's the truth?<br />Sincerely, Cecilia<br /><br />Just a heads-up for today's world of 'half-truths' and greed at any cost.",Is this syrup made with formaldehyde presently?
"I really liked the idea of having one handy kit to make a curry dinner.  I found this kit to be quite gross.  Its was that little seasoning packet, not sure whats in it but the directions have you cook it all together with the meat (not strain it). This leaves you with huge pieces of leaves and extremly woody pieces of spices and theres no easy way to avoid eating them. GROSS. Perhaps if you just made the sauce separate and strained it before use it would be ok. The flavor wasnt bad but always wasnt great.  Not worth the money.  You're better off just buying the curry paste and coconut milk separate. Its the same thing as this ""kit"" and tastes better!",nasty
"BIG DISAPPOINTMENT !!!!! I'm so glad that Amazon makes GOOD on BAD product. I had to return after I got sick from drinking it.<br /><br />There was no mfg. date on can as indicated, this could have been the problem too.<br /><br />Maybe I got a bad batch, but this is horrible!!!",Tastes Very Strong and Harsh
the most flavorless dark chocolate I have ever tasted. flat taste melts crumbly in your mouth.I prefer a rich powerful chocolate with a smooth texture.,without flavor
"I had great hopes for this sauce since it had the right things on the bottle.<br />Mario Batali,San Marzano tomatoes, fresh garlic and herbs.<br /> Sounds great right? Tastes Terrible!<br />The sauce is thin and does not have a fresh tomato taste. The only Chef that would be proud of this would be Chef Boyardee.<br />Chef Mario, Do you QC this Stuff? I can't believe a great chef like yourself would put his name and face on the bottle.",Disapointed
This product was totally not worth the money...the sweets are not fabulous in taste. I bought the 1lb which is the blue container and the amount does not look like 1lb. The display picture is not true to the content. I would definitely NOT buy again.,totally not worth it!
"I sure liked the ingredients, the description and even the smell of these treats. But my three cats weren't even intrigued enough to taste them, so regretfully they have given these treats one star. The treats are really large and probably more suitable for a dog. Of course, I broke the treats up into manageable sizes for cats, still no luck. Well, cats are known to be finicky and mine are no exception. One day they love something and the next day they could not care less. I will give the remainder of these treats to my daughter who has three dogs and will update my review if, in fact, they shed a different light on Raw Boost Bites.",Three cats said Neooooooow
"this stuff is black pepper in an oil base,,, i just got scammed,, dont buy it  i paid twenty four dollars for black pepper,, what a god dam disgrace thanks alot amazon",peoper
Product was poorly packed and the expiration date had just a few days to go.  I had to throw all six bottles out.,disappointed
"I was SO excited to get these pens so I could do some decorating of Christmas treats.  But when I opened them up, some of the pens were completely dry.  I read the ingredients list, but wasn't sure if it would mess them up to dip them in water - so they are now just taking up space in my cupboard.  I'll try to contact the seller, but according to one other shopper, they aren't very cooperative.  We'll see.",Dried out
